HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age_18_24.TRUE,Answer.age_25-29.TRUE,Answer.age_30-39.TRUE,Answer.age_40-44.TRUE,Answer.age_45-49.TRUE,Answer.age_50-59.TRUE,Answer.age_60-64.TRUE,Answer.age_65+.TRUE,Answer.attention,Answer.education_coll.TRUE,Answer.education_hs.TRUE,Answer.education_no_hs.TRUE,Answer.education_pg.TRUE,Answer.familiarity_none.TRUE,Answer.familiarity_some.TRUE,Answer.familiarity_very.TRUE,Answer.graffiti_complaint,Answer.noise_complaint,Answer.race_black.TRUE,Answer.race_his.TRUE,Answer.race_other.TRUE,Answer.race_white.TRUE,Answer.roadway_complaint,Answer.sex_female.TRUE,Answer.sex_male.TRUE,Approve,Reject
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3K2755HG5TOO3D8MB9VOUIPO2C3FD7,A11XLW6YKAKOH1,Submitted,Wed Nov 13 23:22:42 PST 2019,Wed Nov 13 23:23:07 PST 2019,Thu Nov 14 23:23:07 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3SB5N7Y3O4P0IT3NAHDBXW5H92UG0E,A1UJ2M1AKWMNLC,Submitted,Wed Nov 13 23:26:49 PST 2019,Wed Nov 13 23:27:21 PST 2019,Thu Nov 14 23:27:21 PST 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3BWI6RSP7HUGGQ7GPL8WC8US40L7EO,A1WGEJVGY3DI13,Submitted,Wed Nov 13 23:17:23 PST 2019,Wed Nov 13 23:17:57 PST 2019,Thu Nov 14 23:17:57 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,34S9DKFK74A3PGGU5T1FF88YNSXYNA,A2SYDWJ547MYAY,Submitted,Thu Nov 14 00:35:25 PST 2019,Thu Nov 14 00:36:00 PST 2019,Fri Nov 15 00:36:00 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3QHK8ZVMIN3HO8KYJO7GU568XOELBF,A14RXGJ9SK8V1,Submitted,Thu Nov 14 00:00:06 PST 2019,Thu Nov 14 00:00:45 PST 2019,Fri Nov 15 00:00:45 PST 2019,,,,39,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3S96KQ6I9NPYMIQN6T0DBM4PTL9DTB,A34DYM8J0X5VK,Submitted,Wed Nov 13 22:39:59 PST 2019,Wed Nov 13 22:40:42 PST 2019,Thu Nov 14 22:40:42 PST 2019,,,,43,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3C6FJU71TREGK6032UD1T30SVORUYZ,AYM9V69MSQPZ5,Submitted,Thu Nov 14 01:42:55 PST 2019,Thu Nov 14 01:43:42 PST 2019,Fri Nov 15 01:43:42 PST 2019,,,,47,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3WMINLGALCOJ2UL00XELWBWFLXGCAW,A34FORGB11YM8A,Submitted,Thu Nov 14 00:15:55 PST 2019,Thu Nov 14 00:16:43 PST 2019,Fri Nov 15 00:16:43 PST 2019,,,,48,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,FALSE,FALSE,FALSE,TRUE,4,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3LRLIPTPERU1LSXOSAVJKU9NP5LKAA,A1J39VEFD4RLWT,Submitted,Wed Nov 13 22:31:57 PST 2019,Wed Nov 13 22:32:55 PST 2019,Thu Nov 14 22:32:55 PST 2019,,,,58,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3X65QVEQI180YDC4XO3B5PCQE8BLCG,A2JSIDRTDGDC7T,Submitted,Wed Nov 13 22:39:44 PST 2019,Wed Nov 13 22:40:46 PST 2019,Thu Nov 14 22:40:46 PST 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,FALSE,FALSE,FALSE,TRUE,4,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3U4J9857OFWI9NVWFU66B0O71377BN,A3FQ9GCR89WXZ8,Submitted,Wed Nov 13 22:55:56 PST 2019,Wed Nov 13 22:57:00 PST 2019,Thu Nov 14 22:57:00 PST 2019,,,,64,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3GM6G9ZBKOI1QCW0JMZGUCRJ2Z1MT2,A38V38OZAP6O0,Submitted,Wed Nov 13 22:35:36 PST 2019,Wed Nov 13 22:36:48 PST 2019,Thu Nov 14 22:36:48 PST 2019,,,,72,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3TPWUS5F8AMG97O312ADE0T6CFFCW0,A1Q0QFRU01HE2Q,Submitted,Wed Nov 13 22:32:39 PST 2019,Wed Nov 13 22:33:57 PST 2019,Thu Nov 14 22:33:57 PST 2019,,,,78,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3B1NLC6UG0H36A77R2S1CX6PHA4PGS,A1182BQFKOJWD4,Submitted,Wed Nov 13 22:36:23 PST 2019,Wed Nov 13 22:37:47 PST 2019,Thu Nov 14 22:37:47 PST 2019,,,,84,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3Z7VU45IPZ20GZJAWS50W84XPKSZ1N,A1QGKIU6CUFBW3,Submitted,Wed Nov 13 22:50:41 PST 2019,Wed Nov 13 22:52:12 PST 2019,Thu Nov 14 22:52:12 PST 2019,,,,91,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,36H9ULYP63F16Z8EL5HZXGK17WYFJJ,A2JOA35ZSMSHOY,Submitted,Wed Nov 13 22:32:19 PST 2019,Wed Nov 13 22:33:52 PST 2019,Thu Nov 14 22:33:52 PST 2019,,,,93,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3LRKMWOKB6275K16FW5E1RE2HQ62Z7,A27DB05AO490YQ,Submitted,Wed Nov 13 22:32:09 PST 2019,Wed Nov 13 22:33:43 PST 2019,Thu Nov 14 22:33:43 PST 2019,,,,94,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,,
